Epoch   E(m)   N(m)   U(m)
517 -4530087.5703 3660684.9219 -104229119580056.2500
518 -4530089.9688 3660686.9570 -104229119580057.8438
519 -4530090.9219 3660686.2695 -104229119580055.6719
520 -4530093.5391 3660687.5234 -104229119580055.3281
521 -4530091.4141 3660687.1094 -104229119580053.2812
522 -4530091.5469 3660690.7051 -104229119580055.8438
523 -4530103.4219 3660701.4102 -104229119580054.2500
524 -4530096.2500 3660705.6113 -104229119580049.5000
525 -4530083.4062 3660703.4238 -104229119580042.3750
526 -4530096.3984 3660712.6035 -104229119580053.3906
527 -4530098.1953 3660716.2324 -104229119580052.7969
528 -4530094.7891 3660722.3945 -104229119580055.7656
529 -4530103.6406 3660731.0176 -104229119580057.9375
530 -4530100.7422 3660731.7891 -104229119580050.7656
531 -4530100.0781 3660730.7520 -104229119580059.5625
532 -4530100.3125 3660728.6328 -104229119580055.3594
533 -4530098.9766 3660726.5820 -104229119580055.7812
534 -4530089.5234 3660720.8535 -104229119580044.5938
535 -4530094.6406 3660727.2246 -104229119580051.2188
536 -4530092.0547 3660726.9395 -104229119580053.3594
537 -4530104.8047 3660733.2090 -104229119580068.5625
538 -4530105.6953 3660734.5215 -104229119580070.6875
539 -4530111.6641 3660746.1523 -104229119580073.0938
540 -4530108.1562 3660732.9688 -104229119580075.8438
541 -4530109.3516 3660728.9316 -104229119580074.9688
542 -4530117.4141 3660723.9180 -104229119580070.2969
543 -4530108.6094 3660721.4922 -104229119580070.5000
544 -4530125.8906 3660724.9961 -104229119580067.1719
545 -4530131.5781 3660727.8281 -104229119580068.4375
546 -4530117.3281 3660714.7422 -104229119580066.1250
547 -4530114.6953 3660715.8965 -104229119580064.9219
548 -4530107.4453 3660712.8262 -104229119580054.7656
549 -4530116.2734 3660718.3633 -104229119580064.9219
550 -4530128.0312 3660720.0996 -104229119580061.7812
551 -4530123.2734 3660721.1855 -104229119580059.7656
552 -4530120.6250 3660713.3379 -104229119580056.8906
553 -4530112.9062 3660704.5566 -104229119580047.4688
554 -4530114.0547 3660706.1270 -104229119580038.5625
555 -4530124.8906 3660721.9023 -104229119580039.9844
556 -4530123.4219 3660717.9707 -104229119580039.9844
557 -4530123.7344 3660716.5840 -104229119580041.4688
558 -4530122.6875 3660709.9219 -104229119580037.5625
559 -4530120.4766 3660704.7031 -104229119580042.3438
560 -4530129.6719 3660707.4668 -104229119580045.4062
561 -4530130.7578 3660697.5996 -104229119580042.4531
562 -4530134.1250 3660695.0996 -104229119580043.5156
563 -4530152.7891 3660699.5293 -104229119580039.8594
564 -4530151.9844 3660693.0781 -104229119580041.0469
565 -4530134.2656 3660685.9238 -104229119580034.1875
566 -4530148.5312 3660684.4590 -104229119580036.8906
567 -4530153.4922 3660686.2051 -104229119580034.5938
568 -4530141.6250 3660677.1602 -104229119580036.9688
569 -4530149.6875 3660670.8848 -104229119580031.7812
570 -4530145.6641 3660674.3496 -104229119580032.7969
571 -4530144.4453 3660672.2930 -104229119580029.6875
572 -4530155.6953 3660668.9395 -104229119580025.3281
573 -4530141.0000 3660652.7969 -104229119580021.6406
574 -4530150.1250 3660672.1094 -104229119580017.8438
575 -4530141.2031 3660653.4863 -104229119580019.2344
576 -4530145.1094 3660654.2637 -104229119580019.1406
577 -4530168.0000 3660672.1309 -104229119580023.4219
578 -4530163.8359 3660652.6289 -104229119580024.7812
579 -4530168.0469 3660653.0605 -104229119580025.4062
580 -4530169.4922 3660648.6660 -104229119580027.3438
581 -4530169.4844 3660647.4121 -104229119580026.2812
582 -4530171.9062 3660645.4453 -104229119580026.0938
583 -4530157.8906 3660644.7520 -104229119580021.9531
584 -4530164.4453 3660645.9199 -104229119580022.8125
585 -4530163.1875 3660643.7520 -104229119580020.5625
586 -4530164.8281 3660642.8242 -104229119580023.0625
587 -4530169.7578 3660642.9141 -104229119580029.0469
588 -4530170.6797 3660640.2832 -104229119580028.3438
589 -4530152.7109 3660622.9922 -104229119580025.4531
590 -4530161.4062 3660622.6855 -104229119580030.4375
591 -4530161.5391 3660622.2266 -104229119580029.8906
592 -4530168.6875 3660624.1387 -104229119580030.6094
593 -4530168.6797 3660626.7676 -104229119580028.3125
594 -4530167.2188 3660626.7773 -104229119580029.1406
595 -4530173.4453 3660627.4082 -104229119580034.5156
596 -4530165.7656 3660626.0840 -104229119580030.5938
597 -4530166.9453 3660624.6133 -104229119580029.0312
598 -4530174.5547 3660622.3633 -104229119580033.7344
599 -4530171.3828 3660622.8164 -104229119580034.7969
600 -4530164.4062 3660622.5664 -104229119580038.2188
601 -4530168.6719 3660624.8711 -104229119580038.3125
602 -4530166.7734 3660618.5977 -104229119580039.3750
603 -4530164.5703 3660614.5508 -104229119580039.4531
604 -4530162.8828 3660614.8594 -104229119580046.1250
605 -4530164.7109 3660615.8203 -104229119580043.1250
606 -4530169.3594 3660616.3457 -104229119580051.8750
607 -4530171.9844 3660618.7305 -104229119580048.6719
608 -4530173.6406 3660620.0469 -104229119580043.2344
609 -4530178.6562 3660623.3926 -104229119580040.0938
610 -4530180.8359 3660621.4785 -104229119580042.0625
611 -4530179.9453 3660617.0195 -104229119580039.3750
612 -4530183.3750 3660607.7793 -104229119580038.6875
613 -4530184.8359 3660605.9980 -104229119580041.0938
614 -4530183.5312 3660605.5293 -104229119580036.5156
615 -4530180.4375 3660603.5703 -104229119580026.4062
616 -4530183.3359 3660605.1465 -104229119580023.8438
617 -4530182.1094 3660598.9141 -104229119580024.2188
618 -4530183.6641 3660601.2285 -104229119580018.7500
619 -4530182.6484 3660599.1074 -104229119580014.3125
620 -4530188.6172 3660587.6934 -104229119580016.3438
621 -4530188.8516 3660583.7695 -104229119580009.5938
622 -4530191.7500 3660585.3184 -104229119580004.5938
623 -4530173.3828 3660579.4648 -104229119579992.5469
624 -4530180.5938 3660572.1094 -104229119579991.2656
625 -4530168.1719 3660569.1074 -104229119579988.1719
626 -4530171.2656 3660566.5625 -104229119579990.2031
627 -4530160.3594 3660558.9316 -104229119579987.1406
628 -4530165.3281 3660553.6562 -104229119579990.0938
629 -4530163.2422 3660557.9551 -104229119579984.6719
630 -4530165.1172 3660552.7422 -104229119579985.6250
631 -4530162.8281 3660547.4492 -104229119579989.7969
632 -4530165.0391 3660540.8652 -104229119579987.5938
633 -4530162.7656 3660538.9043 -104229119579987.3281
634 -4530160.6953 3660542.4863 -104229119579983.1719
635 -4530164.3828 3660541.6445 -104229119579987.9062
636 -4530160.0859 3660537.9414 -104229119579985.9375
637 -4530170.2578 3660545.6758 -104229119579985.0938
638 -4530190.0859 3660558.1660 -104229119579985.8125
639 -4530181.5938 3660558.5215 -104229119579980.2812
640 -4530184.2188 3660561.3379 -104229119579984.4531
641 -4530191.5000 3660559.8906 -104229119579975.6875
642 -4530185.5156 3660563.8574 -104229119579986.4219
643 -4530197.5391 3660580.6465 -104229119579983.5312
644 -4530183.3594 3660564.1367 -104229119579987.1406
645 -4530155.6641 3660539.4902 -104229119579976.8906
646 -4530173.6484 3660545.7031 -104229119579984.8438
647 -4530183.9609 3660559.6270 -104229119579979.6562
648 -4530180.2031 3660547.0586 -104229119579983.8750
649 -4530179.7812 3660565.0645 -104229119579978.7812
650 -4530193.4062 3660562.8809 -104229119579981.5000
651 -4530187.2266 3660559.6758 -104229119579990.2969
652 -4530185.0547 3660560.7090 -104229119579986.1250
653 -4530208.5781 3660559.5410 -104229119579986.5781
654 -4530206.6016 3660560.7871 -104229119579981.0938
655 -4530220.1719 3660555.1055 -104229119579968.2812
656 -4530207.4922 3660551.1738 -104229119579984.5469
657 -4530191.5547 3660559.0605 -104229119579972.0625
658 -4530202.2891 3660566.0742 -104229119579970.0625
659 -4530202.3047 3660555.3398 -104229119579978.3750
660 -4530191.6172 3660549.0059 -104229119579978.7500
661 -4530197.0938 3660560.3301 -104229119579976.8750
662 -4530174.4688 3660550.2793 -104229119579966.4062
663 -4530190.0391 3660545.5156 -104229119579973.3438
664 -4530188.4688 3660541.2656 -104229119579971.6250
665 -4530194.0469 3660537.2090 -104229119579972.1094
666 -4530185.2188 3660533.9258 -104229119579973.8438
667 -4530173.3906 3660520.5000 -104229119579973.0938
668 -4530175.1484 3660519.5410 -104229119579974.7500
669 -4530182.6172 3660532.8184 -104229119579975.6562
670 -4530188.5938 3660534.1367 -104229119579979.4531
671 -4530204.1328 3660549.2520 -104229119579985.2188
672 -4530201.1719 3660548.4473 -104229119579980.8281
673 -4530197.3359 3660539.3320 -104229119579976.7188
674 -4530198.2109 3660540.2617 -104229119579976.7969
675 -4530198.5547 3660542.7480 -104229119579974.7031
676 -4530194.5000 3660533.6523 -104229119579976.3750
677 -4530194.6016 3660534.0156 -104229119579976.4062
678 -4530199.5156 3660535.2656 -104229119579972.2344
679 -4530179.1719 3660506.5059 -104229119579968.5938
680 -4530180.6719 3660508.1426 -104229119579969.0625
681 -4530183.3359 3660513.4102 -104229119579976.0938
682 -4530186.4062 3660508.6426 -104229119579970.0312
683 -4530207.1406 3660538.9160 -104229119579966.8750
684 -4530185.7656 3660510.5078 -104229119579969.5000
685 -4530187.1172 3660511.1543 -104229119579966.9062
686 -4530197.7344 3660525.1074 -104229119579966.0312
687 -4530195.8125 3660522.8672 -104229119579964.5312
688 -4530197.0469 3660522.4199 -104229119579964.4688
689 -4530200.3125 3660525.0879 -104229119579966.1875
690 -4530203.0938 3660524.8320 -104229119579966.9844
691 -4530204.9141 3660524.8184 -104229119579961.2969
692 -4530218.5234 3660534.4844 -104229119579967.2031
693 -4530201.3828 3660526.0996 -104229119579963.9844
694 -4530214.2656 3660529.9629 -104229119579959.8281
695 -4530212.4922 3660531.5449 -104229119579964.0312
696 -4530216.7891 3660532.5293 -104229119579959.9062
697 -4530205.7891 3660507.3242 -104229119579956.2656
698 -4530219.1172 3660522.0488 -104229119579953.8125
699 -4530216.3984 3660519.9199 -104229119579954.0938
700 -4530217.2031 3660517.1250 -104229119579954.2188
701 -4530216.4609 3660513.2812 -104229119579948.7812
702 -4530213.8438 3660510.2754 -104229119579950.8125
703 -4530226.6953 3660516.1504 -104229119579950.3594
704 -4530242.9688 3660524.9668 -104229119579956.6875
705 -4530241.4531 3660524.5820 -104229119579955.8281
706 -4530241.0469 3660523.2676 -104229119579957.2812
707 -4530243.8828 3660520.2070 -104229119579953.4062
708 -4530243.8359 3660523.5742 -104229119579956.2656
709 -4530242.9688 3660522.1914 -104229119579956.3750
710 -4530248.4844 3660523.4043 -104229119579956.5625
711 -4530262.7422 3660528.8672 -104229119579963.6562
712 -4530240.7188 3660525.7422 -104229119579948.1719
713 -4530249.4766 3660524.6914 -104229119579948.6562
714 -4530251.0078 3660526.2754 -104229119579945.0938
715 -4530251.8672 3660524.7969 -104229119579943.4688
716 -4530255.8906 3660526.2207 -104229119579940.2188
717 -4530260.8203 3660526.2227 -104229119579934.0938
718 -4530263.8594 3660525.1660 -104229119579935.8125
719 -4530269.7812 3660528.5957 -104229119579935.6875
720 -4530270.8594 3660532.0078 -104229119579931.3438
721 -4530255.4844 3660520.5312 -104229119579917.1250
722 -4530262.1250 3660521.2559 -104229119579916.9844
723 -4530245.2812 3660513.7637 -104229119579901.8281
724 -4530243.6172 3660513.2832 -104229119579899.7500
725 -4530205.8672 3660496.4355 -104229119579874.4688
726 -4530204.0547 3660496.3145 -104229119579871.3438
727 -4530158.5625 3660475.6191 -104229119579870.8438
728 -4530202.3750 3660495.3750 -104229119579867.1406
729 -4530149.4531 3660480.4922 -104229119579866.6406
730 -4530198.7969 3660509.5137 -104229119579866.4062
731 -4530217.0391 3660529.8594 -104229119579865.0938
732 -4530226.9922 3660539.0000 -104229119579862.8906
733 -4530237.6016 3660551.3516 -104229119579864.9688
734 -4530244.5234 3660565.4824 -104229119579869.7500
735 -4530246.1797 3660571.0098 -104229119579869.9688
736 -4530248.5625 3660573.9258 -104229119579872.5938
737 -4530248.9609 3660572.7773 -104229119579873.9375
738 -4530252.3047 3660571.6191 -104229119579874.7500
739 -4530259.4219 3660572.4102 -104229119579876.3125
740 -4530260.4219 3660572.3262 -104229119579876.3906
741 -4530268.7031 3660583.0840 -104229119579878.9375
742 -4530262.7734 3660580.6699 -104229119579877.8125
743 -4530263.0859 3660586.2344 -104229119579879.7812
744 -4530265.0547 3660588.8945 -104229119579880.9844
745 -4530304.2578 3660673.9004 -104229119579432.5000
746 -4530297.4609 3660672.6172 -104229119579431.5625
747 -4530311.2812 3660675.3262 -104229119579438.5000
748 -4530320.1797 3660680.2695 -104229119579444.5469
749 -4530311.4375 3660682.5840 -104229119579443.9219
750 -4530311.3750 3660688.6934 -104229119579443.2500
751 -4530319.9375 3660690.4219 -104229119579446.0938
752 -4530327.3906 3660691.7051 -104229119579449.2344
753 -4530323.1484 3660687.8555 -104229119579446.3906
754 -4530333.2266 3660692.0859 -104229119579451.1094
755 -4530326.1484 3660686.8516 -104229119579443.1094
756 -4530326.1875 3660690.0410 -104229119579446.5781
757 -4530324.7031 3660690.1152 -104229119579444.8750
758 -4530312.8438 3660689.5625 -104229119579438.2969
759 -4530313.2500 3660691.7812 -104229119579438.5781
760 -4530315.8516 3660697.1152 -104229119579441.5781
761 -4530314.7188 3660698.5547 -104229119579442.5625
762 -4530318.5547 3660701.5586 -104229119579443.6719
763 -4530313.7031 3660703.8672 -104229119579446.4062
764 -4530318.0234 3660706.1191 -104229119579448.0000
765 -4530317.0625 3660705.7266 -104229119579445.6562
766 -4530311.3672 3660702.9727 -104229119579440.1875
767 -4530306.5156 3660698.9473 -104229119579433.4688
768 -4530303.4766 3660701.5215 -104229119579435.0156
769 -4530310.7656 3660704.5977 -104229119579439.6094
770 -4530311.0156 3660704.6602 -104229119579439.7656
771 -4530313.2344 3660706.6719 -104229119579441.5938
772 -4530303.6797 3660705.7754 -104229119579434.1875
773 -4530308.4062 3660705.5625 -104229119579436.9688
774 -4530309.1875 3660707.8066 -104229119579437.5625
775 -4530305.4922 3660707.3086 -104229119579436.9375
776 -4530307.1094 3660705.8672 -104229119579436.1719
777 -4530300.9844 3660704.7070 -104229119579430.4531
778 -4530303.7969 3660707.8164 -104229119579433.0156
779 -4530308.7188 3660711.4453 -104229119579434.8750
780 -4530299.1953 3660705.7598 -104229119579426.9375
781 -4530291.0000 3660702.0137 -104229119579421.9688
782 -4530291.6094 3660701.4141 -104229119579423.7188
783 -4530303.3438 3660710.5059 -104229119579433.6719
784 -4530304.5703 3660711.6074 -104229119579431.8594
785 -4530303.2422 3660713.1152 -104229119579433.6406
786 -4530309.7188 3660715.2129 -104229119579434.0000
787 -4530312.0391 3660717.1738 -104229119579436.3906
788 -4530311.2578 3660716.2461 -104229119579432.5938
789 -4530299.1719 3660712.6641 -104229119579427.3125
790 -4530296.5625 3660710.0684 -104229119579423.1875
791 -4530304.6406 3660713.7617 -104229119579429.1250
792 -4530317.8594 3660721.3984 -104229119579438.3750
793 -4530304.6172 3660717.6465 -104229119579429.5000
794 -4530308.3828 3660720.0215 -104229119579434.6562
795 -4530302.1250 3660719.4629 -104229119579429.7656
796 -4530295.1719 3660717.9395 -104229119579425.3281
797 -4530289.8438 3660716.2070 -104229119579422.0469
798 -4530294.1328 3660719.0996 -104229119579425.5938
799 -4530296.5859 3660720.0332 -104229119579424.2969
800 -4530298.1953 3660721.2539 -104229119579425.2500
801 -4530300.4688 3660723.8574 -104229119579427.8125
802 -4530297.0859 3660725.4082 -104229119579428.0625
803 -4530299.9688 3660727.0625 -104229119579434.7969
804 -4530303.7031 3660730.4258 -104229119579435.5625
805 -4530292.1406 3660728.4453 -104229119579429.5000
806 -4530292.3984 3660730.2441 -104229119579433.9844
807 -4530292.1094 3660732.9180 -104229119579433.5312
808 -4530289.4844 3660734.4688 -104229119579435.6094
809 -4530295.8672 3660738.5977 -104229119579442.3594
810 -4530292.2891 3660740.2754 -104229119579441.1406
811 -4530302.5625 3660747.8379 -104229119579451.4062
812 -4530294.7891 3660745.0234 -104229119579445.5156
813 -4530298.2344 3660748.2773 -104229119579447.5625
814 -4530302.4375 3660749.9277 -104229119579450.6875
815 -4530303.7109 3660752.2793 -104229119579451.7500
816 -4530297.6797 3660750.5820 -104229119579447.6250
817 -4530286.5000 3660745.1895 -104229119579442.1719
818 -4530291.5156 3660747.1758 -104229119579446.5625
819 -4530298.9609 3660751.5586 -104229119579449.4844
820 -4530303.3047 3660756.7520 -104229119579455.1562
821 -4530304.5156 3660757.6426 -104229119579457.7500
822 -4530307.7188 3660759.5488 -104229119579458.9688
823 -4530305.1797 3660759.6875 -104229119579458.0625
824 -4530303.2344 3660758.6875 -104229119579456.6562
825 -4530306.0234 3660758.9961 -104229119579458.1406
826 -4530305.5312 3660756.3945 -104229119579456.9531
827 -4530308.0859 3660758.8887 -104229119579459.9062
828 -4530306.6172 3660759.5293 -104229119579459.1406
829 -4530292.9844 3660753.0352 -104229119579454.3438
830 -4530290.3672 3660753.6914 -104229119579453.1562
831 -4530288.3984 3660753.8730 -104229119579453.9844
832 -4530280.3750 3660752.5020 -104229119579447.5000
833 -4530283.6484 3660750.5879 -104229119579448.3594
834 -4530278.4922 3660751.5996 -104229119579449.4375
835 -4530274.4062 3660749.4824 -104229119579448.7188
836 -4530278.0391 3660752.2734 -104229119579451.5938
837 -4530276.2891 3660753.2090 -104229119579451.1562
838 -4530267.7344 3660750.5781 -104229119579448.7812
839 -4530255.3047 3660744.6484 -104229119579441.5000
840 -4530237.2734 3660737.5801 -104229119579430.8281
841 -4530230.5859 3660734.4434 -104229119579427.3281
842 -4530221.3281 3660731.8613 -104229119579423.8125
843 -4530218.9531 3660730.3652 -104229119579423.3438
844 -4530226.0156 3660734.4414 -104229119579428.4844
845 -4530226.7812 3660736.1016 -104229119579432.8594
846 -4530223.7656 3660733.8164 -104229119579431.9531
847 -4530228.7891 3660735.7578 -104229119579434.1875
848 -4530239.5703 3660740.7070 -104229119579441.6562
849 -4530241.7500 3660739.2207 -104229119579443.6875
850 -4530248.9062 3660740.2461 -104229119579450.3906
851 -4530250.5000 3660740.9609 -104229119579448.4375
852 -4530247.3750 3660740.4727 -104229119579449.7188
853 -4530249.1094 3660741.0586 -104229119579450.6250
854 -4530251.1562 3660743.7168 -104229119579456.3438
855 -4530251.2734 3660744.7812 -104229119579455.2812
856 -4530258.3828 3660746.8066 -104229119579459.6094
857 -4530257.4219 3660747.0020 -104229119579464.4531
858 -4530257.7500 3660747.7480 -104229119579465.8281
859 -4530261.0156 3660749.0938 -104229119579468.3906
860 -4530260.2031 3660744.8809 -104229119579468.7500
861 -4530264.3203 3660748.2090 -104229119579472.1875
862 -4530259.2578 3660749.0684 -104229119579469.6406
863 -4530255.3984 3660748.7539 -104229119579472.1094
864 -4530258.8203 3660746.8145 -104229119579475.0000
865 -4530261.3984 3660747.1465 -104229119579478.5938
866 -4530260.5078 3660747.6543 -104229119579478.5625
867 -4530258.1094 3660744.3066 -104229119579477.0000
868 -4530263.7578 3660744.0898 -104229119579480.9531
869 -4530268.5391 3660745.9902 -104229119579484.1719
870 -4530270.6797 3660747.6309 -104229119579487.7188
871 -4530277.5781 3660747.3203 -104229119579491.8750
872 -4530278.6797 3660749.3438 -104229119579496.4688
873 -4530275.8203 3660748.0605 -104229119579500.3750
874 -4530282.4844 3660750.9414 -104229119579503.0625
875 -4530276.3203 3660747.0410 -104229119579501.3750
876 -4530265.8203 3660744.8516 -104229119579496.7812
877 -4530254.2969 3660741.6250 -104229119579491.3750
878 -4530244.4375 3660737.4316 -104229119579488.4531
879 -4530238.7891 3660732.0586 -104229119579483.5156
880 -4530247.6250 3660731.4727 -104229119579487.4062
881 -4530249.5859 3660730.2715 -104229119579488.0000
882 -4530248.6406 3660729.1035 -104229119579489.9062
883 -4530243.4609 3660729.5254 -104229119579487.9375
884 -4530249.6484 3660732.1641 -104229119579491.3906
885 -4530257.8906 3660732.4844 -104229119579494.8750
886 -4530251.7500 3660728.3750 -104229119579490.5312
887 -4530253.0469 3660731.3848 -104229119579493.6250
888 -4530251.8125 3660731.7852 -104229119579495.0312
889 -4530250.5938 3660728.2988 -104229119579494.4844
890 -4530245.5469 3660725.0371 -104229119579487.3594
891 -4530250.5859 3660723.2539 -104229119579493.5000
892 -4530248.3516 3660718.2207 -104229119579493.8438
893 -4530256.5547 3660720.3203 -104229119579501.1406
894 -4530258.9141 3660719.8672 -104229119579503.9844
895 -4530259.2031 3660721.7812 -104229119579505.9375
896 -4530264.7422 3660721.7070 -104229119579504.0625
897 -4530262.3281 3660720.1875 -104229119579502.8750
898 -4530262.9297 3660715.6992 -104229119579504.2188
899 -4530268.8281 3660716.0723 -104229119579506.8438
900 -4530273.9375 3660719.8887 -104229119579510.5938
901 -4530276.4844 3660719.4863 -104229119579512.0625
902 -4530276.4062 3660721.4648 -104229119579510.3125
903 -4530278.2891 3660721.5254 -104229119579514.1875
904 -4530284.2422 3660726.3301 -104229119579521.1562
905 -4530290.3438 3660725.2754 -104229119579524.3125
906 -4530301.8516 3660731.7070 -104229119579528.2188
907 -4530302.8672 3660730.8516 -104229119579528.6250
908 -4530314.1094 3660740.2207 -104229119579531.0000
909 -4530310.7422 3660736.4062 -104229119579530.3438
910 -4530286.4609 3660723.8223 -104229119579509.6719
911 -4530291.2188 3660728.2500 -104229119579508.7344
912 -4530271.9219 3660714.5508 -104229119579502.3438
913 -4530290.6094 3660726.0371 -104229119579510.9219
914 -4530292.3906 3660722.5215 -104229119579517.3750
915 -4530308.7500 3660728.6484 -104229119579523.4531
916 -4530301.0391 3660724.4375 -104229119579525.7969
917 -4530302.5547 3660723.8848 -104229119579527.8125
918 -4530306.5391 3660722.9941 -104229119579529.8906
919 -4530316.6172 3660728.3828 -104229119579532.6250
920 -4530308.7578 3660720.5137 -104229119579529.0781
921 -4530313.5312 3660722.1289 -104229119579527.8750
922 -4530316.8984 3660725.8789 -104229119579529.0156
923 -4530304.6016 3660718.9277 -104229119579529.6719
924 -4530311.4062 3660714.1484 -104229119579522.1562
925 -4530313.2656 3660711.1309 -104229119579514.6562
926 -4530318.5312 3660716.9590 -104229119579515.0625
927 -4530316.4844 3660713.4062 -104229119579511.4844
928 -4530293.9453 3660691.1348 -104229119579506.3125
929 -4530297.9062 3660693.8613 -104229119579509.4375
930 -4530295.5547 3660692.0215 -104229119579511.0156
931 -4530296.6719 3660692.8242 -104229119579509.9688
932 -4530295.1094 3660691.1738 -104229119579513.7031
933 -4530291.3516 3660686.3828 -104229119579512.9375
934 -4530287.7500 3660681.8965 -104229119579510.5000
935 -4530293.7266 3660685.8691 -104229119579515.5000
936 -4530288.3594 3660683.5918 -104229119579514.3281
937 -4530294.3750 3660688.9180 -104229119579515.5156
938 -4530290.9766 3660686.3164 -104229119579516.6562
939 -4530289.6016 3660683.7930 -104229119579518.9531
940 -4530289.1016 3660677.2266 -104229119579517.1719
941 -4530284.3047 3660672.8750 -104229119579514.7031
942 -4530285.7734 3660673.0977 -104229119579511.9219
943 -4530286.8125 3660674.0430 -104229119579513.5000
944 -4530282.6250 3660672.6465 -104229119579512.5938
945 -4530278.9141 3660669.0996 -104229119579509.5312
946 -4530281.7188 3660668.7578 -104229119579511.4531
947 -4530287.0312 3660665.2871 -104229119579513.9219
948 -4530298.6094 3660667.9941 -104229119579519.5625
949 -4530309.2031 3660672.4766 -104229119579526.2344
950 -4530309.1172 3660669.2656 -104229119579526.5469
951 -4530313.5781 3660669.0820 -104229119579527.5938
952 -4530313.4531 3660671.4844 -104229119579531.1562
953 -4530308.3828 3660666.3789 -104229119579529.5000
954 -4530303.2969 3660661.8730 -104229119579528.0469
955 -4530301.3750 3660664.2578 -104229119579530.2812
956 -4530300.5156 3660665.0215 -104229119579527.6562
957 -4530283.6484 3660652.9629 -104229119579520.9531
958 -4530279.5312 3660650.2598 -104229119579519.8750
959 -4530264.7891 3660644.6504 -104229119579513.3750
960 -4530262.5547 3660637.6094 -104229119579510.7969
961 -4530263.2500 3660636.3965 -104229119579511.0938
962 -4530261.3672 3660637.6855 -104229119579511.9844
963 -4530257.3281 3660636.7695 -104229119579511.7656
964 -4530256.8047 3660631.8105 -104229119579509.8438
965 -4530256.5938 3660630.1895 -104229119579509.6250
966 -4530257.1328 3660631.0195 -104229119579509.7500
967 -4530269.6484 3660637.5879 -104229119579512.5156
968 -4530270.8594 3660636.5098 -104229119579514.3906
969 -4530264.3672 3660629.2070 -104229119579517.7812
970 -4530273.7031 3660631.7617 -104229119579521.6562
971 -4530276.1719 3660631.3691 -104229119579520.8750
972 -4530282.1641 3660640.2168 -104229119579527.4375
973 -4530284.6562 3660632.8691 -104229119579523.9531
974 -4530294.4531 3660637.8613 -104229119579529.6094
975 -4530307.6172 3660642.7305 -104229119579530.2500
976 -4530310.8438 3660641.5312 -104229119579537.4375
977 -4530314.0078 3660643.3574 -104229119579542.1250
978 -4530311.6641 3660640.0059 -104229119579542.0938
979 -4530313.8516 3660639.4434 -104229119579545.0000
980 -4530322.1406 3660637.4160 -104229119579548.8281
981 -4530311.1406 3660628.9570 -104229119579543.2188
982 -4530326.7578 3660640.4434 -104229119579553.0938
983 -4530334.5703 3660643.8613 -104229119579556.1406
984 -4530344.1875 3660644.4961 -104229119579561.0781
985 -4530319.4531 3660626.3594 -104229119579544.8906
986 -4530313.9141 3660624.3691 -104229119579543.1094
987 -4530297.9375 3660616.3066 -104229119579534.8594
988 -4530278.9609 3660608.8633 -104229119579524.1250
989 -4530282.2500 3660606.2754 -104229119579523.2188
990 -4530279.5703 3660609.3398 -104229119579523.3750
991 -4530307.6797 3660622.6133 -104229119579537.3125
992 -4530307.6172 3660607.8184 -104229119579535.5938
993 -4530308.4219 3660608.8730 -104229119579539.4062
994 -4530316.2500 3660614.0020 -104229119579539.5938
995 -4530304.6016 3660612.9922 -104229119579536.6406
996 -4530293.4922 3660606.8145 -104229119579531.2656
997 -4530306.9375 3660613.8535 -104229119579537.0312
998 -4530308.0156 3660611.0176 -104229119579536.7969
999 -4530305.1484 3660610.3066 -104229119579533.8125
1000 -4530304.8594 3660606.5078 -104229119579531.5625
1001 -4530310.1016 3660604.6934 -104229119579529.8906
1002 -4530316.6953 3660610.8184 -104229119579534.5000
1003 -4530315.4688 3660604.0703 -104229119579530.7031
1004 -4530309.1328 3660609.9980 -104229119579528.2188
1005 -4530310.3828 3660607.9785 -104229119579527.1250
1006 -4530312.4219 3660608.8730 -104229119579526.2344
1007 -4530308.9375 3660605.4277 -104229119579522.1562
1008 -4530301.5391 3660606.0625 -104229119579518.7969
1009 -4530333.0312 3660616.8809 -104229119579533.0000
1010 -4530333.9375 3660617.6719 -104229119579531.3125
1011 -4530338.7812 3660613.2754 -104229119579532.4688
1012 -4530340.0547 3660617.0391 -104229119579533.2500
1013 -4530335.8125 3660618.8750 -104229119579529.5625
1014 -4530336.2969 3660614.2949 -104229119579525.5312
1015 -4530334.0938 3660614.6016 -104229119579524.3125
1016 -4530335.2266 3660615.2090 -104229119579522.1875
1017 -4530334.4531 3660620.0840 -104229119579521.5000
1018 -4530330.5000 3660616.0352 -104229119579516.2188
1019 -4530335.4453 3660619.3691 -104229119579516.0312
1020 -4530332.7734 3660615.7422 -104229119579519.6719
1021 -4530331.5703 3660613.7363 -104229119579515.0625
1022 -4530325.6641 3660612.3535 -104229119579507.0312
1023 -4530324.2031 3660612.1992 -104229119579504.4531
1024 -4530326.8750 3660609.4199 -104229119579505.9062
1025 -4530330.9453 3660615.3281 -104229119579504.6094
1026 -4530334.2188 3660614.4668 -104229119579503.2500
1027 -4530333.2344 3660612.3965 -104229119579504.0938
1028 -4530336.0000 3660611.6797 -104229119579506.5312
1029 -4530334.9219 3660606.6719 -104229119579503.5469
1030 -4530340.7734 3660618.3984 -104229119579506.2656
1031 -4530343.6406 3660619.9199 -104229119579506.8438
1032 -4530343.3203 3660620.6738 -104229119579507.6562
